0.12887277	-0.14926894	-0.21757689	0.07978189	0.11966791	0.18186066	-0.14554416	-0.18211764	-0.17534429	-0.1845855	-0.18364479	-0.122501135	0.21670502	0.1285666	-0.16489664	-0.2259864
0.16444303	-0.11388912	-0.21228273	0.09449413	0.11469752	0.18507291	-0.19951162	-0.14456378	-0.18782973	-0.13667741	-0.18769869	-0.12746175	0.15219209	0.13729286	-0.18567207	-0.2114229
0.1149659	-0.1681172	-0.13640764	0.08862697	0.122458495	0.19449122	-0.18716256	-0.18896575	-0.19193012	-0.13515565	-0.1723572	-0.18086417	0.19682306	0.15406477	-0.1599701	-0.14334862
0.1454863	-0.15909986	-0.21824351	0.10962328	0.15242697	0.19822034	-0.113951825	-0.1519802	-0.1825844	-0.1288797	-0.12131535	-0.15632798	0.1650446	0.1632349	-0.16074507	-0.22500542
0.13444214	-0.11621708	-0.13540716	0.07490883	0.12213648	0.16275579	-0.13602763	-0.22943775	-0.15630977	-0.13429666	-0.18369965	-0.19452396	0.19400343	0.14793457	-0.13443312	-0.15968192
0.15869641	-0.11094468	-0.16363864	0.048136014	0.16791406	0.11699994	-0.12814741	-0.19882075	-0.20114462	-0.13241868	-0.17063177	-0.17020352	0.16770881	0.19141868	-0.15446243	-0.21944264
0.13685937	-0.18151332	-0.20469992	0.09827203	0.15690857	0.18579812	-0.16057245	-0.20765445	-0.11138283	-0.12182353	-0.15894523	-0.17725906	0.12908311	0.1716954	-0.12079076	-0.1688649
0.16629508	-0.09512102	-0.17625596	0.06535665	0.09743296	0.14886265	-0.18592185	-0.15951788	-0.1225791	-0.13439594	-0.12478965	-0.1990457	0.13073172	0.15344952	-0.1345337	-0.13549058
0.1399931	-0.10175803	-0.22152685	0.07410248	0.13202538	0.15270945	-0.17057566	-0.1730111	-0.13210328	-0.17644338	-0.12566613	-0.16138251	0.14484392	0.106575586	-0.18937963	-0.16780595
0.15938121	-0.09840917	-0.17926325	0.0649413	0.115576535	0.1331873	-0.17568138	-0.19073427	-0.11567469	-0.15788333	-0.13241778	-0.13914244	0.20487024	0.20177945	-0.17450063	-0.15508115
0.1874023	-0.16454768	-0.20106201	0.08462945	0.09568468	0.1292715	-0.2038649	-0.17962904	-0.11520438	-0.116495416	-0.15376562	-0.14805456	0.15192819	0.14625187	-0.13556004	-0.16792198
0.14301795	-0.115646005	-0.20332448	0.06722028	0.14648184	0.14092192	-0.15115725	-0.15994754	-0.13462366	-0.113654666	-0.19073106	-0.12593673	0.18580775	0.1139719	-0.1325008	-0.22278391
0.18157326	-0.12595128	-0.18239298	0.081222296	0.13126306	0.16022398	-0.20606975	-0.16591178	-0.12796114	-0.15555193	-0.13581733	-0.11979871	0.20190378	0.19877052	-0.1383296	-0.14951034
0.15054987	-0.12169669	-0.21307352	0.024114588	0.16684225	0.1615392	-0.16707876	-0.18042469	-0.1582531	-0.1255828	-0.18155414	-0.14797126	0.118090145	0.10570892	-0.14282066	-0.16051291
0.17571168	-0.12012086	-0.19334003	0.021515386	0.09114907	0.18432549	-0.18699639	-0.15106261	-0.114753835	-0.11242245	-0.117496476	-0.17149776	0.17830117	0.16370882	-0.15300758	-0.18332277
0.18173286	-0.10261312	-0.16327277	0.07217596	0.106277905	0.18020813	-0.13807656	-0.16109651	-0.10493961	-0.12144065	-0.096864626	-0.14632	0.19017603	0.12018396	-0.16390856	-0.16868979
0.18078491	-0.17396006	-0.20718248	0.08658906	0.16911389	0.15442789	-0.11437976	-0.19467686	-0.14036056	-0.11579457	-0.16695848	-0.17747651	0.1302224	0.10902005	-0.13104111	-0.15159075
0.152764	-0.14739832	-0.13861029	0.09499045	0.17336418	0.17776838	-0.16471384	-0.15287274	-0.121180184	-0.14149325	-0.10645683	-0.10278648	0.119112656	0.13364384	-0.16788258	-0.16263954
0.09129277	-0.1362436	-0.12774137	0.04041863	0.15102035	0.16850722	-0.117793694	-0.1192661	-0.1768682	-0.15919554	-0.15953392	-0.16536163	0.17928775	0.14933081	-0.11186048	-0.14982057
